Count,Title,Release Date,Team,Team1,Team2,Rating,Number of Reviews,Genres,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Summary,Plays,Playing,Backlogs,Wishlist,Team Count
406,Fallout 4,2015-11-09,"['Bethesda Game Studios', 'Bethesda Softworks']",Bethesda Game Studios, Bethesda Softworks,3.1,1000,"['RPG', 'Shooter']",RPG,Shooter,Not applicable,Not applicable,Not applicable,Not applicable,bethesda game studios welcome you to the world of fallout 4 their most ambitious game ever and the next generation of openworld gaming as the sole survivor of vault 111 you enter a world destroyed by nuclear war every second is a fight for survival and every choice is yours only you can rebuild and determine the fate of the wasteland welcome home,16000,407,2900,752,2
407,Uncharted 4: A Thief's End,2016-05-10,"['Naughty Dog', 'Sony Interactive Entertainment']",Naughty Dog, Sony Interactive Entertainment,4.1,1800,"['Adventure', 'Shooter']",Adventure,Shooter,Not applicable,Not applicable,Not applicable,Not applicable,several years after his last adventure retired fortune hunter nathan drake is forced back into the world of thieves with the stakes much more personal drake embarks on a globetrotting journey in pursuit of a historical conspiracy behind a fabled pirate treasure his greatest adventure will test his physical limits his resolve and ultimately what hes willing to sacrifice to save the ones he loves,14000,177,2700,1200,2
408,The Legend of Zelda: A Link to the Past,1991-11-21,"['Nintendo EAD', 'St. GIGA']",Nintendo EAD, St. GIGA,4.1,1700,"['Adventure', 'Puzzle', 'RPG']",Adventure,Puzzle,RPG,Not applicable,Not applicable,Not applicable,the legend of zelda a link to the past is a topdown action game with puzzlesolving elements similar to the original the legend of zelda after the sidescrolling and rpglike gameplay of zelda ii the adventure of link the game is a return to the topdown view and gameplay style of the first installment it introduces major new items to the series such as the master sword and the concept of two different worlds which was revisited to some extent in ocarina of time with two distinct time periods rather than dark and light worlds,13000,360,3200,911,2
409,Silent Hill,1999-02-23,"['Konami', 'Team Silent']",Konami, Team Silent,4.1,1300,"['Adventure', 'Puzzle']",Adventure,Puzzle,Not applicable,Not applicable,Not applicable,Not applicable,silent hill is the first installment in the silent hill series of psychological survival horror video games unlike earlier survival horror games that focused on protagonists with combat training the main character harry mason is an average man the gameplay consists of combat exploration and puzzlesolving the controller vibration is used to indicate harrys heartbeat and will vibrate on low health the player must regularly enter an inventory screen to check harrys health use items and equip different weapons,6800,272,2300,1600,2
410,Super Smash Bros. Brawl,2008-01-31,"['Nintendo', 'Sora']",Nintendo, Sora,3.8,1300,"['Fighting', 'Platform']",Fighting,Platform,Not applicable,Not applicable,Not applicable,Not applicable,super smash bros brawl is the third installment in the super smash bros series and the followup to super smash bros melee this edition introduces super attacks referred to as final smashes activated by destroying smash balls these feature powerful and often unstoppable attacks regularly introducing a major transformation of the character this edition also introduces a brand new adventure mode in the subspace emissary which is a sidescrolling adventure in the style of a platformer it retains all basic mechanics of the super smash bros series such as a damage meter stocks and smashstyle attacks,19000,51,511,250,2
411,Borderlands 2,2012-09-18,"['Gearbox Software', '2K Games']",Gearbox Software, 2K Games,3.5,1100,"['RPG', 'Shooter']",RPG,Shooter,Not applicable,Not applicable,Not applicable,Not applicable,a new era of shoot and loot is about to begin play as one of four new vault hunters facing off against a massive new world of creatures psychos and the evil mastermind handsome jack make new friends arm them with a bazillion weapons and fight alongside them in 4 player coop on a relentless quest for revenge and redemption across the undiscovered and unpredictable living planet,16000,344,2700,494,2
412,No More Heroes,2007-12-06,['Grasshopper Manufacture'],Grasshopper Manufacture,Not applicable,4.0,1200,"['Adventure', 'Brawler']",Adventure,Brawler,Not applicable,Not applicable,Not applicable,Not applicable,the journey to become the 1 assassin begins with a single slice no more heroes is the story of travis touchdown he has received orders to kill a vagabond in front of him appears the handsome assassin helter skelter after a fierce skirmish travis eliminates skelter upon which silvia christel arrives she informs travis that his victory was done without uaa permission but he nonetheless becomes the 11th best assassin and so travis’s journey begins no more heroes will offer an exhilarating action experience a thrilling scenario stylish visuals and sounds,5600,280,2600,1800,1
413,Ghost of Tsushima,2020-07-17,"['Sucker Punch Productions', 'Sony Interactive Entertainment']",Sucker Punch Productions, Sony Interactive Entertainment,4.1,1400,"['Adventure', 'Brawler', 'RPG']",Adventure,Brawler,RPG,Not applicable,Not applicable,Not applicable,uncover the hidden wonders of tsushima in this openworld action adventure forge a new path and wage an unconventional war for the freedom of tsushima challenge opponents with your katana master the bow to eliminate distant threats develop stealth tactics to ambush enemies in order to win over the mongols,8500,688,3500,3100,2
512,Sonic the Hedgehog 3 & Knuckles,1994-10-18,"['Sega Technical Institute', 'Sega']",Sega Technical Institute, Sega,4.2,839,['Platform'],Platform,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,sonic the hedgehog 3  knuckles or simply sonic 3  knuckles or sonic 3 complete edition is a platform video game which is the result of lockingon sonic  knuckles with sonic the hedgehog 3 using the former catridges unique lockon technology it is essentially a large combined game of its two lockon components and contains all zones from the said games and also contains special features unique to this game this would have been the original sonic the hedgehog 3 the developers intended but time constraints by sega resulted in the game being split into two,6000,40,656,269,2
514,Full Metal Daemon Muramasa,2009-10-30,"['Nitroplus', 'JAST USA']",Nitroplus, JAST USA,4.3,229,"['Adventure', 'Visual-Novel']",Adventure,Visual-Novel,Not applicable,Not applicable,Not applicable,Not applicable,"this is not a story of heroes
since time immemorial warriors called musha have ruled the battlefield granted supernatural power by their enchanted suits of armor  tsurugi
minato kageaki is one such musha driven by duty to don his crimson armor and challenge the greatest evils of an age but though madmen and tyrants fall to his blade never will he claim that his battle is right
for the tsurugi he wields is cursed muramasa which five centuries ago brought ruin to the land and innocent blood is the price it demands in exchange for its terrible might
where there are demons i slay them where there are saints i slay them
these words are an oath the unbreakable law binding him to his armor but they also tell the story of his past and of the future to come",496,96,567,592,2
515,Soma,2015-09-21,['Frictional Games'],Frictional Games,Not applicable,4.0,764,"['Adventure', 'Indie']",Adventure,Indie,Not applicable,Not applicable,Not applicable,Not applicable,"soma is a scifi horror game from frictional games creators of the groundbreaking amnesia and penumbra series
the radio is dead food is running out and the machines have started to think they are people underwater facility pathosii has suffered an intolerable isolation and we’re going to have to make some tough decisions what can be done what makes sense what is left to fight for soma is a scifi horror game from frictional games the creators of amnesia the dark descent it is an unsettling story about identity consciousness and what it means to be human",3900,122,2200,837,1
516,The Binding of Isaac: Rebirth,2014-11-04,['Nicalis Inc'],Nicalis Inc,Not applicable,4.0,492,"['Adventure', 'Arcade', 'Indie', 'RPG', 'Shooter']",Adventure,Arcade,Indie,RPG,Shooter,Not applicable,the binding of isaac rebirth is a top down procedurallygenerated roguelike game remade based on the original game the binding of isaac you play as isaac a little boy who is chased to the basement by his mother who intends to kill isaac for her savior you explore different levels collect items and try to defeat your mother and whatever other evil awaits you if you die you restart with none of your items you collected and you must explore the basement and beyond again,8200,334,1100,636,1
